,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
84,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,-0.41154377988017554,0.07519524963901218,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
85,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,-0.41154377988017554,0.04802254003149489,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
86,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,-0.41154377988017554,0.08494029251735573,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
87,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,-0.41154377988017554,0.08653964112959955,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
88,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,0.7864265954527889,0.01910653202271984,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
89,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,0.7864265954527889,0.0242712950846196,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
90,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,0.7864265954527889,0.12352952270285016,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
91,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,0.7864265954527889,0.12934779907470195,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
92,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,0.007445078741923776,0.010920359153977035,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
93,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,0.007445078741923776,0.0443454598752401,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
